1.008165554,-1.40E-01,1.57413717,0.416190302,0.333640532,0.220734315,0.717673027,0.25363371,-3.08E-01,0.448721753,Conventional CRC,Cluster 1
0.566453954,0.74244893,2.341216337,0.112547166,0.361027455,0.62804499,-9.69E-01,0.845440671,-2.82E-01,1.361936238,Conventional CRC,Cluster 1
0.869122961,-2.34E-01,1.251385564,0.559946504,0.750600921,0.877308618,0.540794867,0.453039953,0.143192749,0.478162343,Conventional CRC,Cluster 1
0.757251498,-1.01E-01,1.261672006,0.563787773,0.007101764,0.742357394,0.236386553,0.46532816,0.151383227,0.701095405,Conventional CRC,Cluster 1
0.907273301,-5.53E-01,1.986609295,-7.75E-01,0.091287875,-1.12E+00,0.579246046,0.247302199,0.059656964,-8.18E-01,Conventional CRC,Cluster 1
1.49853563,-7.82E-01,1.030512176,0.709729321,0.822842363,0.567452642,0.404373679,0.223853479,0.042472948,0.259007333,Conventional CRC,Cluster 1
-1.28E+00,0.189233608,2.199233464,0.739764109,0.12251491,0.938975649,-1.02E+00,0.75232547,0.103075262,-5.71E-01,Conventional CRC,Cluster 1
1.939199745,-2.19E-03,2.017188284,0.141090684,-2.89E-01,0.381462021,0.370015398,0.405545849,-1.04E+00,0.798125158,Conventional CRC,Cluster 1
1.070017873,-5.59E-01,1.165679946,0.574998438,0.192983127,0.866931601,0.556198591,-1.03E-02,0.444419974,-3.53E-01,Conventional CRC,Cluster 1
1.06355752,-9.45E-01,0.387960463,-7.02E-01,-1.30E+00,0.020972364,0.064831727,-4.98E-01,-3.06E-01,-4.16E-01,Conventional CRC,Cluster 1
1.218087863,-6.52E-01,0.674557947,-2.55E-01,-4.03E-01,0.694349605,0.679250149,-1.95E-01,0.224980921,-2.02E-02,Conventional CRC,Cluster 1
1.44255152,-3.90E-01,1.66896742,0.769386268,-8.49E-02,0.114450469,0.085005403,0.39375239,-1.23E+00,-9.06E-01,Conventional CRC,Cluster 1
1.47015877,0.218590148,0.997099921,-1.28E-01,0.404680047,0.522831731,0.042832187,1.537371593,0.266863886,0.525416157,Conventional CRC,Cluster 1
1.016092194,-5.54E-02,0.869845816,0.687562971,0.384703798,0.268357951,0.33041842,0.232653495,0.64980513,0.617443336,Conventional CRC,Cluster 1
1.010395311,-3.87E-01,1.522185884,0.593883209,-2.87E-02,0.41656986,0.266254979,0.375488892,0.554674763,0.542179256,Conventional CRC,Cluster 1
0.718290501,0.491896683,2.00588951,0.997676296,0.038705424,0.111505826,0.493265846,1.221846816,0.19235146,1.065287315,Conventional CRC,Cluster 1
