Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC
5.031218731,3.916476644,5.364572432,4.161887682,5.842978832,3.459431619,3.321928095,6.402585758,5.263034406,3.321928095,6.177917792,3.847996907,3.827819025,4.426264755,6.068240861,3.807354922,3.786596362,3.44625623,6.221103725,5.292781749,5.412781525,5.399171094,3.572889668,5.794415866,5.850499414,3.44625623,5.121015401,3.321928095,3.744161096,6.029011087,5.336283388,4.986410935,4.300123725,4.54225805,3.906890596,3.321928095,3.608809243
9.616548844,9.743824607,10.14923904,8.511357341,9.277054876,10.44883902,10.94104761,8.73403214,6.845490051,6.321928095,8.594697827,5.572889668,7.357552005,6.011227255,9.848935856,7.069315495,3.459431619,8.273329387,8.853309555,6.01346226,9.147459346,5.845490051,7.408542042,7.326429487,9.623332832,8.494255587,7.882643049,6.181897643,8.229299509,8.632631752,8.205060111,6.897240426,9.913487841,8.744161096,9.113742166,9.710634264,8.485829309
5.794415866,6.334496768,7.235535607,4.754887502,6.197708158,6.900866808,7.860466259,7.029011087,5.87282876,5.06608919,6.925999419,3.321928095,5.292781749,5.381975479,6.826548487,4.472487771,5.510961919,6.264911693,7.251719093,5.236492618,6.714245518,6.766860144,3.392317423,7.223036338,6.189824559,5.64385619,4.817623258,5.485426827,6.033423002,6.700439718,6.175923742,5.193771743,7.00337736,6.12722055,6.133399125,7.100136671,6.330916878
6.417852515,6.97384084,7.986410935,4.64385619,6.703211467,7.495855027,8.37721053,7.396604781,5.815063017,4.760220946,6.841721581,3.472487771,6.165911939,4.529820947,7.903881846,5.224966365,5.632268215,5.765534746,7.746178381,5.09592442,7.961739073,7.076815597,6.211401637,8.04220656,7.673132372,5.491853096,4.944858446,5.439623138,6.03562391,6.108524457,6.139551352,5.593951284,7.343407822,5.635173947,6.62058641,7.098032083,6.773468928
3.321928095,3.584962501,3.523561956,6.026800059,3.321928095,3.754887502,4.765534746,6.958842675,4,3.560714954,6.596935142,3.321928095,3.837943242,3.321928095,3.754887502,3.321928095,3.916476644,3.99095486,5.116863758,3.765534746,3.321928095,3.321928095,3.596935142,4.224966365,3.321928095,3.632268215,3.321928095,3.321928095,6.292781749,4.548436625,6.693486957,6.721099189,3.40599236,3.765534746,3.596935142,3.678071905,6.710117632
3.321928095,3.485426827,3.321928095,5.485426827,4.201633861,5.517275693,6.577428828,7.221103725,3.321928095,3.321928095,6.376776572,3.321928095,5.364572432,4.292781749,4.385431037,3.632268215,5.646738698,3.765534746,5.318316841,3.944858446,4.426264755,3.321928095,3.392317423,4.672425342,4.921245889,4.5360529,3.857980995,3.378511623,6.598424761,4.247927513,6.093813673,7.240314329,3.847996907,3.321928095,4.827819025,3.378511623,6.832890014
7.117902789,9.591709333,9.067972078,8.659995892,5.501439145,5.422905743,6.414473836,8.732337045,5.395748328,5.087462841,7.214319121,7.118941073,5.649615459,5.822730148,6.246027981,5.495055528,6.169925001,5.904484098,5.968090752,5.62058641,6.829088444,6.912889336,6.187846909,5.325530332,5.112700133,7.001126665,9.965351411,6.108524457,6.592457037,5.61176256,9.618201942,7.137503524,9.168421411,9.044667331,5.008988783,5.736063628,5.683696454
8.144148367,9.156335937,8.474517164,8.45532722,7.892391026,9.778898476,9.251482411,7.316507819,6.534497434,5.911691582,6.923624611,6.840463234,7.737416366,6.722466024,7.386293635,8.09434165,6.498250868,7.949534933,6.663913842,6.655351829,7.101187815,7.930737338,8.624612709,8.05039286,7.854245054,7.83541884,10.0486231,9.751544059,7.017921908,7.705977902,8.806710718,7.152791852,9.815063017,7.311067102,8.493455201,7.989252565,7.703903573
8.126188211,8.160375687,8.34739991,5.605849867,8.09117089,8.416164165,10.14555009,6.575917361,5.026800059,5.482202926,6.378511623,6.274261661,6.5360529,4.95419631,7.863566829,6.442943496,5.923624611,8.353587949,5.885086225,5.626439137,6.978424465,5.599912842,8.55190048,6.584962501,8.317864798,6.815063017,9.023199897,6.329123596,6.741466986,7.822730148,7.596189756,6.04220656,8.489446599,7.214319121,8.499447297,8.753551055,7.13442632
6.161887682,5.491853096,6.846744023,4.749534268,6.257387843,7.100136671,6.928370323,5.830356747,4.399171094,5.984133595,6.037821465,5.855491443,5.703211467,3.472487771,7.182890893,7.29553937,3.321928095,4.572889668,5.786596362,3.321928095,7.527477006,4.270528942,5.557655155,6.462706751,6.112700133,6.581953751,4.523561956,3.459431619,6.12722055,5.465974465,6.199672345,5.523561956,7.140574178,6.259272487,6.851749041,7.549207089,7.741466986
7.05853297,6.442943496,7.972692654,5.06608919,7.277984747,8.00506308,7.993787563,5.909293086,5.173926932,6.0725346,7.069315495,6.029011087,5.244125943,4.797012978,8.857670036,6.416164165,4.655351829,6.181897643,7.09592442,4.66106548,8.966361247,4.786596362,5.402585758,7.253611152,8.215775653,7.047669251,5.752213368,6.263034406,6.893604905,6.622051819,7.017921908,5.469234794,7.740118043,7.100136671,7.766197597,8.308794067,8.30103885
9.130827934,9.0061858,10.00168967,9.014299495,9.749869427,10.31288296,11.23242093,9.169173402,8.088523257,3.897240426,9.851280558,3.321928095,8.324180547,7.034523875,9.667998536,8.286788759,3.321928095,9.16540952,9.382624027,7.64096791,9.970393538,6.966937979,3.321928095,9.352926213,9.352484887,9.271229563,7.965207091,7.266786541,8.139551352,9.053111336,9.069584028,7.594697827,10.88874325,9.499447297,10.08945048,10.40832974,8.826230678
9.379594972,8.966361247,10.00365845,8.881419908,9.710289863,10.27041214,10.63988331,8.961449694,8.505811554,7.122051448,9.892391026,6.236492618,8.366759328,7.612499946,9.351380981,8.449973986,6.083213368,9.145932146,9.775774869,8.184379486,10.02638511,7.843607046,7.506208389,9.423326047,9.774622359,9.299436999,8.903580625,8.709428501,9.164404158,8.668175869,9.282856762,8.279378431,9.923624611,9.360408175,9.734878941,9.32350518,9.196970898
6.153805336,6.95070169,5.040015679,6.171927354,6.665335917,6.608809243,6.157852169,6.666756592,6.456149035,4.044394119,7.393175914,3.632268215,3.321928095,7.103287808,6.82527683,5.44625623,6.822730148,5.022367813,6.287250643,6.359310317,6.729280846,4.857980995,7.595443985,5.965784285,5.442943496,7.014578465,4.749534268,6.777419716,7.084276911,6.781359714,6.769507291,6.157852169,6.760220946,3.963474124,5.578938713,6.129283017,7.549977143
3.765534746,5.311067102,5.244125943,6.804776378,3.321928095,5.385431037,3.321928095,3.321928095,3.321928095,5.897240426,5.736063628,3.321928095,3.321928095,6.244125943,6.255500733,3.321928095,3.321928095,6.261154673,6.498250868,6.705977902,3.655351829,6.361066489,3.350497247,3.321928095,3.40599236,6.112700133,5.392317423,3.321928095,5.599912842,5.689299161,6.449561375,6.159871337,4.292781749,5.817623258,6.971543554,5.539158811,6.091699834
5.882643049,6.232660757,4.584962501,5.692092375,5.285402219,5.714245518,3.321928095,6,3.817623258,6.169925001,6.207502459,3.321928095,6.085339669,6.325530332,5.899659026,6.181897643,4.329123596,4.044394119,5.909293086,4.321928095,5.452858965,5.930737338,3.857980995,5.786596362,6.100136671,6.569855608,6.685099172,3.837943242,6.070389328,6.569855608,5.350497247,6.135452784,6.153805336,3.321928095,6.595443985,5.482202926,3.572889668
4.981852653,4.153805336,5.336283388,3.321928095,5.714245518,5.385431037,6.635173947,5.426264755,4.078951341,4.832890014,6.133399125,5.395748328,3.321928095,4.300123725,6.560714954,4.177917792,4.357552005,5.402585758,5.259272487,3.867896464,6.449561375,3.321928095,5.678071905,5.197708158,5.802193217,5.478971805,3.321928095,4.711494907,5.429615964,5.545350645,5.137503524,3.678071905,7.057450272,6.392317423,5.578938713,6.862947248,6.441284272
3.837943242,5.517275693,3.596935142,6.399171094,3.776103988,4.781359714,4.738767837,3.40599236,5.165911939,4.655351829,5.343407822,3.321928095,3.321928095,4.240314329,5.14974712,4.300123725,5.087462841,4.426264755,4.705977902,6.849248703,5.22881869,4.925999419,4.672425342,4.916476644,4.285402219,6.195741293,5.057450272,5.539158811,6.287250643,3.797012978,5.925999419,4.760220946,5.495055528,5.259272487,4.364572432,5.832890014,5.300123725
7.782015335,7.937226674,8.372429792,7.504620392,7.399171094,8.141085319,8.468420402,7.668884984,6.022367813,7.478162893,7.738767837,7.368942914,8.283551423,6.638073837,7.796364138,5.165911939,4.672425342,6.651051691,8.787576121,4.837943242,7.94602899,5.820178962,6.994353437,7.95942242,6.772149591,7.484621527,8.080018029,6.226893814,6.783980414,8.477758266,7.122051448,8.670656249,7.710117632,5.961160258,7.764871591,6.74281467,7.947198584
6.135452784,6.881419908,5.716990894,5.442943496,5.686500527,6.444600814,6.662490364,5.364572432,5.632268215,3.321928095,3.321928095,6.259272487,3.548436625,8.269126679,5.251719093,5.714245518,3.321928095,5.498250868,6.352264173,6.076815597,5.498250868,3.321928095,6.572889668,5.274261661,7.056366761,6.617651119,6.272396509,5.799605422,7.00337736,5.145677455,5.817623258,6.108524457,5.590961241,5.569855608,6.031218731,5.94016675,6.483815777
7.918266959,7.300123725,7.830356747,7.036723106,7.192785959,7.344295908,8.459431619,7.376776572,5.185866545,5.794415866,7.537606691,5.402585758,5.078951341,8.541871009,7.218199944,5.350497247,5.395748328,6.217230716,6.820178962,4.510961919,8.065550771,4.968090752,6.574404309,7.257387843,7.946613905,6.569855608,5.572889668,5.672425342,7.060695932,6.8008999,6.247927513,5.584962501,6.632268215,7.020146573,6.118941073,5.736063628,6.037821465
6.444600814,5.658211483,6.285402219,6.893604905,6.226893814,4.161887682,6.483815777,5.529820947,4.925999419,5.116863758,6.543805176,3.321928095,3.321928095,6.314696526,5.263034406,4.350497247,5.452858965,6.300123725,4.716990894,6.867896464,4.510961919,5.419538892,3.99095486,5.566815154,4.412781525,5.491853096,5.935459748,6.345183447,6.112700133,5.66106548,5.857980995,5.232660757,6.289096702,6.244125943,4.087462841,5.746850183,6.002252452
5.794415866,7.05202456,5.862947248,7.675251386,5.321928095,4.64385619,5.847996907,7.290940402,7.642412773,7.707359132,7.541483864,5.022367813,7.227856573,7.774128144,7.511752654,6.601399391,8.298749947,6.236492618,7.497452696,8.339404658,7.987548259,7.011227255,8.100136671,7.948367232,6.325530332,7.965207091,7.303780748,8.984988019,7.633721813,7.990387652,6.904484098,6.462706751,8.330468767,7.553053253,5.03562391,7.978424465,8.192292814
9.321928095,9.534886458,9.765037408,7.977852308,9.147968054,10.26959425,10.65874704,9.07307042,7.021257621,7.232660757,9.440661571,6.537606691,7.551516018,7.557655155,9.64655871,7.651051691,6.339850003,9.537412559,9.166665239,7.368942914,9.218926437,7.733354341,8.177419538,8.932214752,9.033973543,9.034248736,9.098032083,7.984133595,8.184875343,8.956811732,9.061776198,7.859224162,10.27624075,9.121792506,9.733184841,10.65114141,9.081083929
5.794415866,6.525129251,7.381975479,5.153805336,6.847996907,7.58044702,8.529430554,7.378511623,5.697662633,5.061776198,7.128252152,5.977279923,5.456149035,5,7.680183682,5.048759312,5.697662633,7.183883459,7.407692649,5.705977902,7.420381341,6.125155131,6.083213368,6.656782364,7.921245889,7.402585758,5.911691582,5.145677455,6.545350645,6.301953395,6.811214118,6.332707934,7.789207575,6.87774425,8.157852169,7.992655149,7.453682186
10.7170766,10.14121308,10.59907599,8.312882955,10.52012755,10.96679382,10.34573788,9.654457023,7.937226674,8.161887682,9.245552706,5.026800059,9.350055177,8.125671763,11.08514046,8.527085979,6.185866545,9.063395081,9.896635141,7.885086225,10.68553724,7.568336182,8.63008507,8.914086097,10.49615472,9.780703794,8.980139578,8.017365205,9.281234585,9.799605422,9.918565129,9.214804795,10.62406433,9.752213368,10.46158176,10.59339112,10.35952996
6.766860144,6.106432078,5.551516018,6.147713722,5.928370323,6.059614856,6.62058641,7.250772132,7.008988783,7.007868243,7.189824559,5.993221467,4.307428525,7.710806434,7.568336182,6.894817763,5.201633861,5.820178962,7.388878339,7.033423002,4.321928095,7.725195817,4.459431619,5.100136671,6.859224162,3.944858446,7.312882955,4.392317423,4.432959407,7.081083929,6.984133595,6.847996907,7.415319248,6.586464526,6.941341105,6.685099172,5.083213368
5.899659026,6.085339669,7.224001674,8.520422249,6.804776378,7.863566829,7.841721581,8.153805336,6.427941333,8.722807531,8.035073997,4.981852653,7.48864354,5.765534746,7.546122759,7.385431037,5.968090752,7.330916878,6.590961241,5.727920455,7.352264173,6.343407822,3.87774425,7.712870868,7.111657346,8.070389328,6.015693807,3.321928095,7.236492618,8.096978636,4.832890014,7.775445674,6.203592714,5.9795681,7.417008587,8.592083234,6.223036338
5.495055528,6.238404739,5.083213368,3.321928095,6.357552005,5.311067102,5.933100475,6.452858965,6.549977143,4.87282876,7.553053253,4.385431037,7.321026129,6.002252452,5.736063628,5.850499414,7.581953751,4.857980995,7.397460726,6.668175869,7.142617655,7.080018029,7.007868243,7.101187815,6.330916878,7.195741293,5.845490051,6.885086225,6.257387843,6.960001932,6.257387843,5.744161096,5.730639956,3.321928095,5.40599236,6.562242424,6.694880193
7.289096702,7.888743249,7.437127844,7.977852308,6.106432078,7.673132372,5.933100475,6.943686952,5.965784285,6.387155718,6.988684687,7.515699838,6.501439145,6.93191939,6.057450272,6.566815154,6.402585758,7.173926932,4.439623138,7.859845344,3.321928095,7.01234519,5.572889668,4.842978832,6.554588852,6.14974712,8.001126665,5.185866545,3.321928095,5.741466986,6.86913112,6.885086225,6.633721813,8.836366009,5.419538892,6.749534268,5.368069877
8.283088353,9.99816729,7.830990481,8.707359132,3.321928095,10.12010825,7.836050355,7.115823977,6.22881869,8.864495703,7.741466986,8.454504938,9.904333558,8.559185866,4.419538892,9.148984931,7.032321287,10.11777295,8.100662339,7.063934306,8.177917792,8.886306263,4.797012978,8.118941073,7.068240861,4.078951341,6.312882955,8.767522386,9.051480865,8.52277767,8.849561482,10.8660425,7.962317655,7.636624621,8.403864177,10.42269554,7.128252152
8.626074036,8.70494111,8.344739746,9.493455201,7.905086099,7.263973355,6.133399125,6.836681593,6.193771743,7.386293635,7.595443985,4.087462841,4.744161096,7.388878339,7.894211462,5.87036472,7.30833903,7.359310317,7.107478647,7.970968661,6.048759312,7.047669251,7.405141463,6.920055055,7.531381461,5.40599236,8.315149562,5.64096791,7.562242424,6.842978832,7.863566829,7.579693063,6.575917361,6.953032377,6.700439718,6.236492618,6.844234988
5.885086225,7.504620392,9.078684546,6.215290306,7.102238194,9.455738186,10.73555602,10.21613956,3.321928095,4.314696526,8.384999545,3.786596362,3.981852653,3.321928095,8.872213144,3.678071905,4.03562391,9.835102979,10.23912113,3.321928095,5.719731057,4.812498225,4.070389328,8.47208155,9.599540966,3.321928095,3.321928095,7.311975314,8.093813673,8.605849867,6.815063017,3.678071905,8.263973355,8.361943774,7.966937979,8.265849421,8.049848549
5.43629512,4.827819025,4.99095486,6.311067102,5.385431037,3.700439718,3.786596362,3.776103988,3.827819025,3.321928095,6.642412773,3.321928095,3.321928095,3.608809243,3.655351829,5.862947248,3.321928095,3.847996907,3.584962501,5.925999419,3.419538892,4.847996907,3.336283388,5.416164165,3.485426827,3.392317423,4.292781749,3.321928095,4.584962501,6.121015401,3.321928095,3.689299161,5.587964989,6.682292371,3.378511623,3.321928095,4.112700133
